Family,Genus,Species,Infraspecific rank,Infraspecific epithet,Authorship_edit,edited
Poaceae,Polypogon,adscendens,,,Guss.,Guss.
Compositae,Anthemis,adulterina,,,Wallr. ex Hallier,Wallr. ex Hallier
Cyperaceae,Carex,adulterina,,,Chenev.,Chenev.
Lamiaceae,Ajuga,adulterina,,,Wallr.,Wallr.
Lamiaceae,Salvia,adulterina,,,Hausskn.,Hausskn.
Verbenaceae,Stachytarpheta,adulterina,,,Urb. & Ekman,Urb. & Ekman
Campanulaceae,Phyteuma,adulterinum,,,Wallr.,Wallr.
Amaranthaceae,Amaranthus,adulterinus,,,Thell.,Thell.
Cyperaceae,Fimbristylis,adventitia,,,Ces.,Ces.
Amaryllidaceae,Narcissus,aedoi,,,Fern.Casas,Fern.Casas
Potamogetonaceae,Potamogeton,aemulans,,,"Z.Kaplan, Hellq. & Fehrer","Z.Kaplan, Hellq. & Fehrer"
Myrtaceae,Eucalyptus,aequans,,,Blakely,Blakely
Apocynaceae,Asclepias,aequicornu,,,E.Fourn.,E.Fourn.
Gentianaceae,Gentianella,aerimontana,,,S.E.Frhner,S.E.Frhner
Orchidaceae,Caladenia,aestantha,,,Hopper & A.P.Br.,Hopper & A.P.Br.
Cyperaceae,Carex,aestivaliformis,,,Mack.,Mack.
Rapateaceae,Monotrema,affine,,,Maguire,Maguire
Myrtaceae,Eucalyptus,affinis,,,H.Deane & Maiden,H.Deane & Maiden
Lamiaceae,Ocimum,africanum,,,Lour.,Lour.
Leguminosae,Astragalus,afyonicus,,,(Ponert) Ponert,(Ponert) Ponert
Onagraceae,Epilobium,aggregatum,,,?elak.,?elak.
Orchidaceae,Ophrys,aghemanii,,,Renz,Renz
Crassulaceae,Aeonium,aguajilvense,,,Baares,Baares
Cistaceae,Cistus,aguilari,,,O.E.Warb.,O.E.Warb.
Lamiaceae,Thymus,aitanae,,,"Mateo, M.B.Crespo & E.Laguna","Mateo, M.B.Crespo & E.Laguna"
Asparagaceae,Agave,ajoensis,,,W.C.Hodgs.,W.C.Hodgs.
Cistaceae,Cistus,akamantis,,,Demoly,Demoly
Cyperaceae,Carex,akitaensis,,,Fujiw.,Fujiw.
Cyperaceae,Carex,akiyamana,,,Ohwi,Ohwi
Lamiaceae,Phlomis,alanyensis,,,Hub.-Mor.,Hub.-Mor.
Orchidaceae,Cypripedium,alaskanum,,,P.M.Br.,P.M.Br.
Gesneriaceae,Cyrtandra,alata,,,H.St.John & Storey,H.St.John & Storey
Orchidaceae,Anacamptis,alata,,,"(Fleury) H.Kretzschmar, Eccarius & H.Dietr.","(Fleury) H.Kretzschmar, Eccarius & H.Dietr."
Orchidaceae,Anacamptis,alatoides,,,"(Gadeceau) H.Kretzschmar, Eccarius & H.Dietr.","(Gadeceau) H.Kretzschmar, Eccarius & H.Dietr."
Nyctaginaceae,Abronia,alba,,,Eastw.,Eastw.
Orchidaceae,Cattleya,albanensis,,,(Rolfe) Van den Berg,(Rolfe) Van den Berg
Cistaceae,Cistus,albereensis,,,Gaut. ex Rouy & Fouc.,Gaut. ex Rouy & Fouc.
Orchidaceae,Ophrys,albertiana,,,E.G.Camus,E.G.Camus
Pinaceae,Picea,albertiana,,,S.Br.,S.Br.
Cyperaceae,Carex,albertii,,,H.Lv.,H.Lv.
Orchidaceae,Serapias,albertii,,,E.G.Camus,E.G.Camus
Rubiaceae,Galium,albertii,,,Rouy,Rouy
Fagaceae,Quercus,albescens,,,Rouy ex A.Camus,Rouy ex A.Camus
Cactaceae,Arrojadoa,albiflora,,,Buining & Brederoo,Buining & Brederoo
Compositae,Achillea,albinea,,,Bjel?i? & K.Mal,Bjel?i? & K.Mal
Xanthorrhoeaceae,Eremurus,albocitrinus,,,Baker,Baker
Compositae,Baccharis,alboffii,,,F.H.Hellw.,F.H.Hellw.
Orchidaceae,Calanthe,albolilacina,,,J.J.Sm.,J.J.Sm.
Begoniaceae,Begonia,albopicta,,,W.Bull,W.Bull
Lamiaceae,Sideritis,alcarazii,,,"D.Rivera, Obn & De la Torre","D.Rivera, Obn & De la Torre"
Orchidaceae,Encyclia,alcardoi,,,V.P.Castro & Chiron,V.P.Castro & Chiron
Orchidaceae,Dactylorhiza,aldenii,,,H.Baumann,H.Baumann
Amaryllidaceae,Narcissus,alejandrei,,,Fern.Casas,Fern.Casas
Amaryllidaceae,Narcissus,alentejanus,,,Fern.Casas,Fern.Casas
Lamiaceae,Teucrium,alexeenkoanum,,,Juz.,Juz.
Lamiaceae,Sideritis,alfraedi,,,Mateo & Pisco,Mateo & Pisco
Orchidaceae,Orchis,algeriensis,,,B.Baumann & H.Baumann,B.Baumann & H.Baumann
Brassicaceae,Draba,algida,,,Adams ex DC.,Adams ex DC.
Salicaceae,Salix,algista,,,C.K.Schneid.,C.K.Schneid.
Fagaceae,Quercus,alienoserratoides,,,T.B.Lee,T.B.Lee
Musaceae,Musa,alinsanaya,,,R.V.Valmayor,R.V.Valmayor
Passifloraceae,Passiflora,allardii,,,Lynch,Lynch
Amaryllidaceae,Narcissus,alleniae,,,Donn.-Morg.,Donn.-Morg.
Amaryllidaceae,Galanthus,allenii,,,Baker,Baker
Verbenaceae,Verbena,allenii,,,Moldenke,Moldenke
Malvaceae,Brachychiton,allochrous,,,Guymer,Guymer
Cyperaceae,Carex,allolepis,,,Rchb.,Rchb.
Fagaceae,Quercus,allorgeana,,,A.Camus,A.Camus
Cyperaceae,Carex,alluvialis,,,Figert,Figert
Lamiaceae,Thymus,almeriensis,,,G.Lpez & R.Morales,G.Lpez & R.Morales
Cyperaceae,Carex,almii,,,Holmb.,Holmb.
Lamiaceae,Thymus,almijarensis,,,Ruz Torre & Ruz Cast.,Ruz Torre & Ruz Cast.
Compositae,Espeletia,almorzana,,,Cuatrec.,Cuatrec.
Poaceae,Sorghum,almum,,,Parodi,Parodi
Gesneriaceae,Cyrtandra,alnea,,,H.St.John,H.St.John
Amaryllidaceae,Narcissus,aloysii-villarii,,,Fern.Casas,Fern.Casas
Betulaceae,Betula,alpestris,,,Fr.,Fr.
Juncaceae,Juncus,alpiniformis,,,Fernald,Fernald
Lamiaceae,Lavandula,alportelensis,,,"P.Silva, Fontes & Myre","P.Silva, Fontes & Myre"
Cyperaceae,Carex,alsatica,,,Zahn,Zahn
Orchidaceae,Catasetum,altaflorestense,,,Benelli & Grade,Benelli & Grade
Plantaginaceae,Veronica,altaica,,,Kosachev,Kosachev
Poaceae,Spinifex,alterniflorus,,,Nees,Nees
Orchidaceae,Dactylorhiza,altobracensis,,,(Coste & Souli) So,(Coste & Souli) So
Lamiaceae,Teucrium,alvarezii,,,"Alcaraz, Snchez-Gmez, Torre & S.Ros","Alcaraz, Snchez-Gmez, Torre & S.Ros"
Orchidaceae,Masdevallia,alvaroi,,,Luer & R.Escobar,Luer & R.Escobar
Fagaceae,Quercus,alvordiana,,,Eastw.,Eastw.
Amaryllidaceae,Crinum,amabile,,,Donn ex Ker Gawl.,Donn ex Ker Gawl.
Begoniaceae,Begonia,amabilis,,,Linden,Linden
Saxifragaceae,Astilbe,amabilis,,,H.Hara,H.Hara
Orchidaceae,Cattleya,amanda,,,(Rchb.f.) Van den Berg,(Rchb.f.) Van den Berg
Brassicaceae,Draba,amandae,,,O.E.Schulz,O.E.Schulz
Cupressaceae,Juniperus,ambigens,,,(Fassett) R.P.Adams,(Fassett) R.P.Adams
Brassicaceae,Cardamine,ambigua,,,O.E.Schulz,O.E.Schulz
Brassicaceae,Draba,ambigua,,,Ledeb.,Ledeb.
Gentianaceae,Gentiana,ambigua,,,Hayek,Hayek
Gesneriaceae,Cyrtandra,ambigua,,,(Hillebr.) H.St.John & Storey,(Hillebr.) H.St.John & Storey
Lamiaceae,Stachys,ambigua,,,Sm.,Sm.
Orchidaceae,Serapias,ambigua,,,Rouy ex E.G.Camus,Rouy ex E.G.Camus
Salicaceae,Salix,ambigua,,,Ehrh.,Ehrh.
Compositae,Arctium,ambiguum,,,(?elak.) Nyman,(?elak.) Nyman
Compositae,Hieracium,ambiguum,,,Ehrh.,Ehrh.
Poaceae,Brachypodium,ambrosii,,,Sennen,Sennen
Compositae,Symphyotrichum,amethystinum,,,(Nutt.) G.L.Nesom,(Nutt.) G.L.Nesom
Orchidaceae,Gomesa,amicta,,,(Lindl.) M.W.Chase & N.H.Williams,(Lindl.) M.W.Chase & N.H.Williams
Bromeliaceae,Guzmania,amoena,,,H.Luther,H.Luther
Orchidaceae,Vanda,amoena,,,O'Brien,O'Brien
Salicaceae,Salix,amoena,,,Fernald,Fernald
Salicaceae,Salix,ampherista,,,C.K.Schneid.,C.K.Schneid.
Orchidaceae,Phalaenopsis,amphitrite,,,O'Brien,O'Brien
Poaceae,Agrostis,amurensis,,,Prob.,Prob.
Poaceae,Glyceria,amurensis,,,Prob.,Prob.
Ericaceae,Cassiope,anadyrensis,,,Jurtzev,Jurtzev
Crassulaceae,Aeonium,anagensis,,,Bramwell & G.D.Rowley,Bramwell & G.D.Rowley
Rosaceae,Fragaria,ananassa,,,(Duchesne ex Weston) Duchesne ex Rozier,(Duchesne ex Weston) Duchesne ex Rozier
Fagaceae,Quercus,anatolica,,,Sosn. ex Bandin,Sosn. ex Bandin
Brassicaceae,Rorippa,anceps,,,(Wahlenb.) Rchb.,(Wahlenb.) Rchb.
Fagaceae,Quercus,andegavensis,,,Hy,Hy
Rosaceae,Rosa,andegavensis,,,Bastard,Bastard
Commelinaceae,Tradescantia,andersoniana,,,W.Ludw. & Rohweder,W.Ludw. & Rohweder
Orchidaceae,Dendrobium,andersonianum,,,F.M.Bailey,F.M.Bailey
Orchidaceae,Oncidium,andersonianum,,,(Rchb.f.) M.W.Chase & N.H.Williams,(Rchb.f.) M.W.Chase & N.H.Williams
Arecaceae,Oenocarpus,andersonii,,,Balick,Balick
Plantaginaceae,Veronica,andersonii,,,Lindl. & Paxton,Lindl. & Paxton
Amaryllidaceae,Narcissus,andorranus,,,Fern.Casas,Fern.Casas
Ericaceae,Arbutus,andrachnoides,,,Link,Link
Poaceae,Calamagrostis,andrejewii,,,Litv.,Litv.
Fagaceae,Quercus,andresii,,,R.Alonso & al.,R.Alonso & al.
Fagaceae,Quercus,andrewsii,,,Sarg.,Sarg.
Orchidaceae,Blephariglottis,andrewsii,,,(White ex Niles) W.J. Schrenk,(White ex Niles) W.J. Schrenk
Orchidaceae,Cypripedium,andrewsii,,,Fuller,Fuller
Orchidaceae,Platanthera,andrewsii,,,(M.White) Luer,(M.White) Luer
Ericaceae,Arbutus,androsterilis,,,M.Salas & al.,M.Salas & al.
Saxifragaceae,Saxifraga,angelisii,,,Strobl,Strobl
Lamiaceae,Micromeria,angosturae,,,P.Prez,P.Prez
Potamogetonaceae,Potamogeton,anguillanus,,,Koidz.,Koidz.
Loranthaceae,Phthirusa,angulata,,,K.Krause,K.Krause
Thymelaeaceae,Pimelea,angulata,,,Colenso,Colenso
Euphorbiaceae,Euphorbia,angustata,,,(Rochel) Simonk.,(Rochel) Simonk.
Rubiaceae,Suberanthus,angustatus,,,(C.Wright ex Griseb.) Borhidi,(C.Wright ex Griseb.) Borhidi
Orchidaceae,Orchis,angusticruris,,,Franch.,Franch.
Lamiaceae,Sideritis,angustifolia,,,Lag.,Lag.
Potamogetonaceae,Potamogeton,angustifolius,,,J.Presl,J.Presl
Euphorbiaceae,Euphorbia,angustifrons,,,Borbs,Borbs
Cyperaceae,Carex,aniaiensis,,,Fujiw. & Y.Matsuda,Fujiw. & Y.Matsuda
Orchidaceae,Dracula,anicula,,,Luer & R.Escobar,Luer & R.Escobar
Orchidaceae,Tolumnia,ann-hadderae,,,I.G.Cohen,I.G.Cohen
Brassicaceae,Cardamine,anomala,,,(Eames) K.Schum.,(Eames) K.Schum.
Myrtaceae,Eucalyptus,anomala,,,Blakely,Blakely
Cyperaceae,Carex,anticostensis,,,(Fernald) Lepage,(Fernald) Lepage
Blechnaceae,Blechnum,antillanum,,,Proctor,Proctor
Begoniaceae,Begonia,antonietae,,,Brade,Brade
Lamiaceae,Sideritis,antonii-josephii,,,Font Quer & Rivas Goday,Font Quer & Rivas Goday
Compositae,Baccharis,antucensis,,,F.H.Hellw.,F.H.Hellw.
Orchidaceae,Platanthera,apalachicola,,,P.M.Br. & S.L.Stewart,P.M.Br. & S.L.Stewart
Potamogetonaceae,Potamogeton,apertus,,,Miki,Miki
Orchidaceae,Ophrys,apicula,,,J.C.Schmidt ex Rchb.f.,J.C.Schmidt ex Rchb.f.
Nothofagaceae,Nothofagus,apiculata,,,(Colenso) Cockayne,(Colenso) Cockayne
Poaceae,Agropyron,apiculatum,,,Tscherning,Tscherning
Poaceae,Brachypodium,apollinaris,,,Sennen,Sennen
Orchidaceae,Ophrys,aquilana,,,H.Baumann & Knkele,H.Baumann & Knkele
Orchidaceae,Ophrys,arachnitiformis,,,Gren. & Philippe,Gren. & Philippe
Compositae,Carduus,aragonensis,,,Devesa & Talavera,Devesa & Talavera
Lamiaceae,Sideritis,aragonensis,,,Sennen & Pau,Sennen & Pau
Lamiaceae,Thymus,aragonensis,,,"Mateo, M.B.Crespo & N.E.Mercadal","Mateo, M.B.Crespo & N.E.Mercadal"
Cyperaceae,Carex,arakanei,,,T.Koyama,T.Koyama
Salicaceae,Salix,arakiana,,,Koidz.,Koidz.
Compositae,Eupatorium,arakianum,,,Murata & H.Koyama,Murata & H.Koyama
Lamiaceae,Isodon,arakii,,,Murata,Murata
Orchidaceae,Ophrys,araniferiformis,,,Dalla Torre & Sarnth.,Dalla Torre & Sarnth.
Lamiaceae,Thymus,arcanus,,,G.Lpez & R.Morales,G.Lpez & R.Morales
Cyperaceae,Carex,arctophila,,,F.Nyl.,F.Nyl.
Compositae,Baccharis,arcuata,,,F.H.Hellw.,F.H.Hellw.
Rubiaceae,Coprosma,arcuata,,,Colenso,Colenso
Ericaceae,Dracophyllum,arcuatum,,,W.R.B.Oliv.,W.R.B.Oliv.
Lamiaceae,Thymus,arcuatus,,,R.Morales,R.Morales
Rhamnaceae,Ceanothus,arcuatus,,,McMinn,McMinn
Rosaceae,Crataegus,ardua,,,Sarg.,Sarg.
Orchidaceae,Paphiopedilum,areeanum,,,O.Gruss,O.Gruss
Lamiaceae,Thymus,arenarius,,,Bernh. ex Rchb.,Bernh. ex Rchb.
Lamiaceae,Thymus,arenicola,,,Sennen & Mauricio,Sennen & Mauricio
Myrtaceae,Melaleuca,arenicola,,,S.Moore,S.Moore
Ephedraceae,Ephedra,arenicola,,,H.C.Cutler,H.C.Cutler
Primulaceae,Androsace,aretioides,,,A.Kern.,A.Kern.
Verbenaceae,Verbena,argentina,,,Moldenke,Moldenke
Onagraceae,Epilobium,argillaceum,,,Kitch.,Kitch.
Typhaceae,Typha,argoviensis,,,Hausskn. ex Asch. & Graebn.,Hausskn. ex Asch. & Graebn.
Salicaceae,Salix,argusii,,,B.Boivin,B.Boivin
Gesneriaceae,Cyrtandra,arguta,,,(A.Gray) C.B.Clarke,(A.Gray) C.B.Clarke
Rosaceae,Spiraea,arguta,,,Zabel,Zabel
Rosaceae,Crataegus,ariifolia,,,Cinovskis,Cinovskis
Lamiaceae,Sideritis,arizagana,,,Font Quer,Font Quer
Asparagaceae,Agave,arizonica,,,Gentry & J.H.Weber,Gentry & J.H.Weber
Rosaceae,Crataegus,armena,,,Pojark.,Pojark.
Brassicaceae,Rorippa,armoracioides,,,(Tausch) Fuss,(Tausch) Fuss
Lamiaceae,Thymus,armuniae,,,R.Morales,R.Morales
Cornaceae,Cornus,arnoldiana,,,Rehder,Rehder
Rosaceae,Malus,arnoldiana,,,(Rehder) Rehder,(Rehder) Rehder
Rosaceae,Rosa,arnoldiana,,,Sarg.,Sarg.
Cyperaceae,Carex,arthuriana,,,C.L.Beckm. & Figert,C.L.Beckm. & Figert
Compositae,Crepis,artificialis,,,J. Collins & al.,J. Collins & al.
Caryophyllaceae,Dianthus,artignanii,,,Sennen,Sennen
Lamiaceae,Thymus,arundanus,,,Willk.,Willk.
Compositae,Hieracium,arvicola,,,Ngeli & Peter,Ngeli & Peter
Pinaceae,Pinus,ascendens,,,Businsk,Businsk
Orchidaceae,Dactylorhiza,aschersoniana,,,(Hausskn.) Borsos & So,(Hausskn.) Borsos & So
Poaceae,Festuca,aschersoniana,,,Drfl.,Drfl.
Poaceae,Koeleria,aschersoniana,,,Domin,Domin
Rosaceae,Rosa,aschersoniana,,,Graebn.,Graebn.
Gentianaceae,Centaurium,aschersonianum,,,(Seemen) P.Fourn.,(Seemen) P.Fourn.
Cyperaceae,Carex,aschersonii,,,H.Lv.,H.Lv.
Poaceae,Melica,aschersonii,,,M.Schulze,M.Schulze
Fagaceae,Quercus,ashei,,,Trel.,Trel.
Araceae,Arisarum,aspergillum,,,Dunal,Dunal
Orchidaceae,Paphiopedilum,aspersum,,,Aver.,Aver.
Compositae,Solidago,asperula,,,Desf.,Desf.
Polypodiaceae,Polypodium,aspidiolepis,,,Baker,Baker
Brassicaceae,Draba,asplundii,,,O.E.Schulz,O.E.Schulz
Potamogetonaceae,Potamogeton,assidens,,,"Z.Kaplan, Zalewska-Ga?. & Ronikier","Z.Kaplan, Zalewska-Ga?. & Ronikier"
Rosaceae,Spiraea,assimilis,,,Zabel,Zabel
Brassicaceae,Rorippa,astyla,,,Rchb.,Rchb.
Lamiaceae,Thymus,athous,,,Ronniger,Ronniger
Solanaceae,Petunia,atkinsiana,,,D. Don ex W.H. Baxter,D. Don ex W.H. Baxter
Fagaceae,Quercus,atlantica,,,Ashe,Ashe
Gesneriaceae,Cyrtandra,atomigyna,,,H.St.John & Storey,H.St.John & Storey
Compositae,Hieracium,atramentarium,,,(Ngeli & Peter) Zahn ex Engl.,(Ngeli & Peter) Zahn ex Engl.
Compositae,Cousinia,atripurpurea,,,Juz.,Juz.
Potamogetonaceae,Potamogeton,attenuatus,,,Hagstr.,Hagstr.
Pinaceae,Pinus,attenuradiata,,,Stockw. & Righter,Stockw. & Righter
Myrtaceae,Eucalyptus,auburnensis,,,Maiden,Maiden
Rosaceae,Potentilla,aurantiaca,,,Sojk,Sojk
Rosaceae,Geum,aurantiacum,,,Fr. ex Scheutz,Fr. ex Scheutz
Rutaceae,Citrus,aurantium,,,L.,L.
Betulaceae,Betula,aurata,,,Borkh.,Borkh.
Lamiaceae,Salvia,auriculata,,,Mill.,Mill.
Rosaceae,Filipendula,auriculata,,,(Ohwi) Kitam.,(Ohwi) Kitam.
Compositae,Hieracium,auriculoides,,,Lang,Lang
Caprifoliaceae,Centranthus,aurigeranus,,,Giraudias,Giraudias
Cyperaceae,Carex,auroniensis,,,L.C.Lamb.,L.C.Lamb.
Orchidaceae,Orchis,aurunca,,,W.Rossi & Minut.,W.Rossi & Minut.
Compositae,Baccharis,australis,,,F.H.Hellw.,F.H.Hellw.
Gentianaceae,Gentianella,austroamarella,,,Moravec & Vollrath,Moravec & Vollrath
Poaceae,Poa,austrohercynica,,,Wein,Wein
Fagaceae,Quercus,autumnalis,,,"F.M.Vzquez, S.Ramos & Doncel","F.M.Vzquez, S.Ramos & Doncel"
Fagaceae,Quercus,auzandrii,,,Gren. & Godr.,Gren. & Godr.
Betulaceae,Betula,avatshensis,,,Kom.,Kom.
Nephrolepidaceae,Nephrolepis,averyi,,,Nauman,Nauman
Rosaceae,Sorbus,avonensis,,,T.C.G.Rich,T.C.G.Rich
Rosaceae,Rosa,avrayensis,,,Rouy,Rouy
Gesneriaceae,Cyrtandra,axilliflora,,,H.St.John & Storey,H.St.John & Storey
Asparagaceae,Polygonatum,azegamii,,,(Ohwi) M.N.Tamura,(Ohwi) M.N.Tamura
Crassulaceae,Aichryson,azuajei,,,Baares,Baares
Onagraceae,Fuchsia,bacillaris,,,Lindl.,Lindl.
Droseraceae,Drosera,badgerupii,,,Cheek,Cheek
Lamiaceae,Teucrium,badiae,,,Sennen,Sennen
Poaceae,Calamagrostis,badzhalensis,,,Prob.,Prob.
Fagaceae,Quercus,baenitzii,,,A.Camus,A.Camus
Verbenaceae,Lantana,bahamensis,,,Britton,Britton
Orchidaceae,Dactylorhiza,baicalica,,,Aver.,Aver.
Orchidaceae,Encyclia,bajamarensis,,,Sauleda & R.M.Adams,Sauleda & R.M.Adams
Amaryllidaceae,Narcissus,bakeri,,,K.Richt.,K.Richt.
Rhamnaceae,Ceanothus,bakeri,,,Greene ex McMinn,Greene ex McMinn
Cyperaceae,Carex,bakkeriana,,,D.T.E.Ploeg & Rudolphy,D.T.E.Ploeg & Rudolphy
Orchidaceae,Dactylorhiza,balabaniana,,,H.Baumann,H.Baumann
Euphorbiaceae,Euphorbia,balfourii,,,Sennen,Sennen
Orchidaceae,Cymbidium,ballianum,,,Rolfe,Rolfe
Lamiaceae,Sideritis,baluei,,,Font Quer,Font Quer
Cistaceae,Cistus,banaresii,,,Demoly,Demoly
Paeoniaceae,Paeonia,baokangensis,,,Z.L.Dai & T.Hong,Z.L.Dai & T.Hong
Orchidaceae,Cymbidium,baoshanense,,,F.Y.Liu & Perner,F.Y.Liu & Perner
Bromeliaceae,Tillandsia,baptistana,,,C.N.Gon. & Azevdo-Gon.,C.N.Gon. & Azevdo-Gon.
Lamiaceae,Origanum,barbarae,,,Bornm.,Bornm.
Orchidaceae,Ophrys,barbaricina,,,M.Allard & M.P.Grasso,M.Allard & M.P.Grasso
Rubiaceae,Galium,barcinonense,,,Sennen,Sennen
Orchidaceae,Epipactis,barlae,,,A.Camus,A.Camus
Myrtaceae,Eucalyptus,barmedmanensis,,,Maiden,Maiden
Orchidaceae,Epipactis,barreana,,,B.Baumann & H.Baumann,B.Baumann & H.Baumann
Polygonaceae,Calligonum,barsukiense,,,Soskov,Soskov
Polypodiaceae,Pleopodium,bartlettii,,,(Weath.) Mickel & Beitel,(Weath.) Mickel & Beitel
Lycopodiaceae,Huperzia,bartleyi,,,(Cusick) Holub,(Cusick) Holub
Lycopodiaceae,Lycopodium,bartleyi,,,Cusick,Cusick
Fagaceae,Quercus,basaseachicensis,,,C.H.Mull.,C.H.Mull.
Gesneriaceae,Cyrtandra,basipartita,,,H.St.John,H.St.John
Lamiaceae,Ajuga,bastarda,,,Makino,Makino
Lamiaceae,Marrubium,bastetanum,,,Coincy,Coincy
Compositae,Arctium,batavum,,,Arnes,Arnes
Compositae,Symphyotrichum,batesii,,,(Rydb.) G.L.Nesom,(Rydb.) G.L.Nesom
Fagaceae,Quercus,battandieri,,,A.Camus,A.Camus
Orchidaceae,Ophrys,battandieri,,,E.G.Camus,E.G.Camus
Plumbaginaceae,Acantholimon,baubaschatense,,,Lazkov,Lazkov
Orchidaceae,Ophrys,baumanniana,,,So,So
Ranunculaceae,Aconitum,baumgartenianum,,,Simonk.,Simonk.
Typhaceae,Typha,bavarica,,,Graebn.,Graebn.
Rosaceae,Rosa,baxanensis,,,Galushko,Galushko
Orchidaceae,Dactylorhiza,bayburtiana,,,H.Baumann,H.Baumann
Euphorbiaceae,Euphorbia,bazargica,,,Prodn,Prodn
Myrtaceae,Eucalyptus,beaselyi,,,Blakely,Blakely
Compositae,Solidago,beaudryi,,,B.Boivin,B.Boivin
Fagaceae,Quercus,beaumontiana,,,Sarg.,Sarg.
Fagaceae,Quercus,bebbiana,,,C.K.Schneid.,C.K.Schneid.
Orchidaceae,Dactylorhiza,beckeriana,,,(Hppner) So,(Hppner) So
Poaceae,Puccinellia,beckii,,,Holmb.,Holmb.
Rosaceae,Potentilla,beckii,,,Murr,Murr
Cyperaceae,Carex,beckmanniana,,,Figert,Figert
Cyperaceae,Carex,beckmannii,,,Keck,Keck
Orchidaceae,Platanthera,beckneri,,,P.M.Br.,P.M.Br.
Fagaceae,Quercus,beckyae,,,Gaynor,Gaynor
Fagaceae,Quercus,beguinotii,,,Gavioli,Gavioli
Poaceae,Festuca,belensis,,,M.Toman,M.Toman
Droseraceae,Drosera,beleziana,,,E.G.Camus,E.G.Camus
Orchidaceae,Pescatoria,bella,,,Rchb.f.,Rchb.f.
Rosaceae,Rosa,belnensis,,,Ozanon,Ozanon
Passifloraceae,Passiflora,belotii,,,Ppin,Ppin
Lamiaceae,Bystropogon,beltraniae,,,La Serna,La Serna
Lamiaceae,Thymus,beltraniae,,,"Socorro, Espinar & Arrebola","Socorro, Espinar & Arrebola"
Compositae,Centaurea,beltranii,,,(Pau) Blanca,(Pau) Blanca
Crassulaceae,Aeonium,beltranii,,,Baares,Baares
Fagaceae,Quercus,benderi,,,Baen.,Baen.
Cyperaceae,Carex,bengyana,,,H.Lv. & L.C.Lamb.,H.Lv. & L.C.Lamb.
Rosaceae,Rosa,bengyana,,,Rouy & L.C.Lamb.,Rouy & L.C.Lamb.
Ericaceae,Arctostaphylos,benitoensis,,,Roof,Roof
Lamiaceae,Thymus,benitorum,,,"Mateo, Mercadal & Pisco","Mateo, Mercadal & Pisco"
Fagaceae,Quercus,benkoi,,,Mtys,Mtys
Myrtaceae,Eucalyptus,bennettiae,,,D.J.Carr & S.G.M.Carr,D.J.Carr & S.G.M.Carr
Potamogetonaceae,Potamogeton,bennettii,,,Fryer,Fryer
Lamiaceae,Micromeria,benthamineolens,,,Svent.,Svent.
Ranunculaceae,Aconitum,berdaui,,,Zapa?.,Zapa?.
Lamiaceae,Teucrium,bergadense,,,Sennen,Sennen
Bromeliaceae,Tillandsia,bergiana,,,Takiz. & Koide,Takiz. & Koide
Orchidaceae,Orchis,bergonii,,,Nanteuil,Nanteuil
Poaceae,Puccinellia,beringensis,,,Tzvelev,Tzvelev
Cyperaceae,Eriophorum,beringianum,,,Raymond,Raymond
Lamiaceae,Thymus,bermius,,,Ronniger,Ronniger
Fagaceae,Quercus,bernardensis,,,W.Wolf,W.Wolf
Compositae,Solidago,bernardii,,,B.Boivin,B.Boivin
Violaceae,Viola,bernardii,,,(Greene) Greene,(Greene) Greene
Lamiaceae,Salvia,bernardina,,,Parish ex Greene,Parish ex Greene
Salicaceae,Populus,berolinensis,,,K.Koch,K.Koch
Orchidaceae,Orchis,beyrichii,,,(Rchb.f.) A.Kern.,(Rchb.f.) A.Kern.
Dryopteridaceae,Polystichum,bichnellii,,,Hahne,Hahne
Lamiaceae,Prunella,bicolor,,,Beck,Beck
Orchidaceae,Platanthera,bicolor,,,(Raf.) Luer,(Raf.) Luer
Ranunculaceae,Aconitum,bicolor,,,Schult.,Schult.
Berberidaceae,Berberis,bidentata,,,Lechl.,Lechl.
Poaceae,Festuca,biformis,,,Vetter,Vetter
Rosaceae,Rosa,bigeneris,,,Duffort ex Rouy,Duffort ex Rouy
Cyperaceae,Carex,biharica,,,Simonk.,Simonk.
Poaceae,Calamagrostis,bihariensis,,,Simonk.,Simonk.
Rosaceae,Spiraea,billardii,,,hort. ex K. Koch,hort. ex K. Koch
Rosaceae,Spiraea,billiardii,,,Hrincq,Hrincq
Gentianaceae,Gentiana,billingtonii,,,Farw.,Farw.
Potamogetonaceae,Potamogeton,billupsii,,,Fryer,Fryer
Fagaceae,Quercus,bimundorum,,,E.J.Palmer,E.J.Palmer
Iridaceae,Iris,binata,,,Schur,Schur
Cyperaceae,Carex,binderi,,,Podp.,Podp.
Verbenaceae,Verbena,bingenensis,,,Moldenke,Moldenke
Orchidaceae,Cattleya,binotii,,,(Cogn.) Van den Berg,(Cogn.) Van den Berg
Orchidaceae,Miltonia,binotii,,,Cogn.,Cogn.
Amaranthaceae,Chenopodium,binzianum,,,Aellen & Thell.,Aellen & Thell.
Myrtaceae,Eucalyptus,bipileata,,,Blakely,Blakely
Rosaceae,Rosa,bishopii,,,Wolley-Dod,Wolley-Dod
Orchidaceae,Orchis,bispurium,,,"(G.Keller) H.Kretzschmar, Eccarius & H.Dietr.","(G.Keller) H.Kretzschmar, Eccarius & H.Dietr."
Orchidaceae,Orchis,bivonae,,,Tod.,Tod.
Fagaceae,Quercus,bivonana,,,Guss.,Guss.
